INDICAÇÃO,TÍTULO,AUTOR,EDITORA,QUANT,VALOR UNITÁRIO,VALOR TOTAL,ISBN-13,ISBN-10,REFERÊNCIA,CONFIABILIDADE TOTAL
FUNDAMENTAL II,ILIADA,DIEGO AGRIMBAU,PRINCIPIS,1100,30,33000,9789871208586,9871208588,https://www.abebooks.com/9789871208586/Ilíada-Diego-Agrimbau-Marcelo-Zamora-9871208588/plp: Alta | https://www.abebooks.com/servlet/BookDetailsPL?bi=32128225524&dest=usa: Alta | https://www.amazon.com/Iliad-Classic-Fiction-Diego-Agrimbau/dp/1496555848: Alta | https://www.amazon.com/-/es/Iliad-Classic-Fiction-Diego-Agrimbau/dp/1496555848: Alta | https://kidsbookhouse.com/iliad-classic-fiction-diego-agrimbau/: Baixa | ,Alta
FUNDAMENTAL II,MULHERES NEGRAS ISNPIRADORAS,MOREIRA DE ACOPIARA,PRINCIPIS,1100,35,38500,978-8531245673,0000000000,,
FUNDAMENTAL II,O MERCADOR DE VENEZA,WILLIAM SHAKESPEARE,PRINCIPIS,1100,20,22000,9786555521931,6555521937,https://bookscouter.com/book/9786555521931-o-mercador-de-veneza-portuguese-edition: Muito Alta | https://www.abebooks.com/9786555521931/mercador-Veneza-Portuguese-Edition-Shakespeare-6555521937/plp: Muito Alta | https://www.abebooks.com/9781022650817/Mercador-Veneza-Drama-Cinco-Actos-1022650815/plp: Muito Alta | https://www.amazon.com.br/Mercador-Veneza-William-Shakespeare/dp/8592852501: Alta | https://www.skoob.com.br/o-mercador-de-veneza-4633ed5709.html: Baixa | ,Alta
FUNDAMENTAL II,O SONHO DE LAMPIÃO,MARCO HAURELIO,PRINCIPIS,1100,35,38500,9786555528022,6555528028,https://www.amazon.com.br/Sonho-Lampião-Marco-Haurélio/dp/6555528028: Muito Alta | https://www.amazon.com/Sonho-Lampião-Principis-Ciranda-Cultural/dp/6555528028: Muito Alta | https://www.amazon.com/-/es/Marco-Haurélio/dp/6555528028: Alta | https://www.barnesandnoble.com/w/o-sonho-de-lampi-o-pen-lope-martins/1142944876: Baixa | https://www.amazon.com/sonho-Lampião-Portuguese-Penélope-Martins-ebook/dp/B0BSB2D2Q2: Baixa | ,Alta
FUNDAMENTAL II,ODISSEIA,DIEGO AGRIMBAU,PRINCIPIS,1100,30,33000,9786550970079,6550970075,https://www.biblio.com/9781496555830: Muito Alta | https://www.abebooks.com/9786550970079/Odisseia-em-Quadrinhos-Portugues-Brasil-6550970075/plp: Alta | https://www.abebooks.com/9789871208579/Odisea-Homero-987120857X/plp: Alta | https://www.worldofbooks.com/en-gb/products/odyssey-book-diego-agrimbau-9781496555830: Alta | https://www.amazon.com/Odisseia-Diego-Agrimbau/dp/6550970075: Alta | ,Alta
FUNDAMENTAL II,OS TRES MOSQUITEIROS,ALEXANDRE DUMAS,PRINCIPIS,1100,30,33000,978-8534943654,8534943659,,
FUNDAMENTAL II,A REVOLUÇÃO DOS BICHOS,GEORGE ORWELL,QUADRINHOS NA CIA,1100,70,77000,9788532526317,8532526317,,
FUNDAMENTAL II,ANNE FRANK — A BIOGRAFIA ILUSTRADA,SID JACOBSON,QUADRINHOS NA CIA,1100,58,63800,9788535929515,8535929517,https://www.abebooks.com/9788535929515/Anne-Frank-Biografia-Ilustrada-8535929517/plp: Muito Alta | https://www.amazon.com/Anne-Frank-Complete-Illustrated-Biography/dp/1951274385: Muito Alta | https://www.abebooks.com/ANNE-FRANK-BIOGRAFIA-ILUSTRADA-JACOBSON-SIG/32023625337/bd: Muito Alta | https://www.amazon.com/-/es/Anne-Frank-A-Biografia-Ilustrada/dp/8535929517: Alta | https://www.amazon.com.br/Anne-Frank-_-biografia-ilustrada/dp/8535929517: Alta | ,Alta
FUNDAMENTAL II,AS BARBAS DO IMPERADOR,LILIA MORITZ SCHWARCZ,QUADRINHOS NA CIA,1100,73,80300,978-8535923353,8535923357,https://www.skoob.com.br/livro/resenhas/15890/edicao:17280: Muito Alta | https://www.amazon.com.br/barbas-Imperador-Lilia-Moritz-Schwarcz/dp/8571648379: Muito Alta | https://livrariapublica.com.br/livros/as-barbas-do-imperador-d-pedro-ii-a-historia-de-um-monarca-em-quadrinhos-lilia-moritz-schwarcz/: Muito Alta | https://livrariapublica.com.br/livros/as-barbas-do-imperador-d-pedro-ii-um-monarca-nos-tropicos-lilia-moritz-schwarcz/: Muito Alta | https://www.amazon.com.br/barbas-imperador-Lilia-Moritz-Schwarcz/dp/8535923357: Baixa | ,Alta
FUNDAMENTAL II,AVENIDA PAULISTA,LUIZ GÊ,QUADRINHOS NA CIA,1100,60,66000,978-85-3591-952-3,853591952X,https://www.companhiadasletras.com.br/livro/9788535919523/avenida-paulista: Alta | https://www.amazon.com.br/Avenida-Paulista-Luiz-Gê/dp/853591952X: Alta | https://books.google.com/books/about/Avenida_Paulista.html?id=5TwMywAACAAJ: Baixa | https://produto.mercadolivre.com.br/MLB-3364529475-avenida-paulista-ge-luiz-quadrinhos-na-cia-_JM: Baixa | https://www.goodreads.com/pt/book/show/16070937-avenida-paulista: Baixa | ,Alta
FUNDAMENTAL II,CLARA DOS ANJOS,BARRETO LIMA,QUADRINHOS NA CIA,1100,68,74800,9788028379513.,8582651376,https://www.abebooks.com/book-search/title/clara-dos-anjos/: Alta | https://www.amazon.com/Clara-Anjos-Portuguese-Lima-Barreto/dp/8582651376: Alta | https://www.barnesandnoble.com/w/clara-dos-anjos-lima-barreto/1117073506: Baixa | https://www.amazon.com.br/Clara-dos-anjos-Lima-Barreto/dp/8535919538: Baixa | https://www.skoob.com.br/livro/pdf/clara-dos-anjos/livro:246517/edicao:275990: Baixa | ,Baixa
FUNDAMENTAL II,D. JOÃO CARIOCA,"SCHWARCZ, LILIA MORITZ; SPACCA",QUADRINHOS NA CIA,1100,63,69300,9788560818796,8560818799,,
FUNDAMENTAL II,DOIS IRMÃOS,"HATOUM, MILTON; MOON, FÁBIO; BÁ, GABRIEL; FÁBIO MOON E GABRIEL BÁ,",QUADRINHOS NA CIA,1100,68,74800,9788535925586,8535925588,https://www.skoob.com.br/dois-irmaos-436438ed494550.html: Muito Alta | https://www.amazon.com.br/Dois-irmãos-Milton-Hatoum/dp/8535925589: Alta | https://askanydifference.com/pt/difference-between-isbn-10-and-isbn-13-with-table/: Baixa | https://pt.differkinome.com/articles/life-style/difference-between-isbn-10-and-isbn-13-2.html: Baixa | https://www.buscaisbn.com.br/: Muito Baixa | ,Baixa
FUNDAMENTAL II,GRANDE SERTÃO: VEREDAS (EDIÇÃO EM QUADRINHOS),JOÃO GUIMARÃES ROSA,QUADRINHOS NA CIA,1100,100,110000,9788542816377,8542816374,,
FUNDAMENTAL II,HILDA E O TROLL,LUKE PEARSON,QUADRINHOS NA CIA,1100,53,58300,9788535928457,8535928456.,https://www.skoob.com.br/livro/pdf/hilda-e-o-troll/livro:645754/edicao:647714: Muito Alta | https://www.skoob.com.br/hilda-e-o-troll-645754ed647714.html: Muito Alta | https://www.amazon.com.br/Hilda-Troll-Book-1/dp/1912497549: Muito Alta | https://www.abebooks.com/9788535928457/Hilda-Troll-8535928456/plp: Alta | https://www.amazon.com.br/Hilda-troll-Luke-Pearson/dp/8535928456: Alta | ,Muito Alta
FUNDAMENTAL II,O ALIENISTA (EDIÇÃO EM QUADRINHOS),"MOON, FÁBIO; BÁ, GABRIEL; ASSIS, MACHADO DE",QUADRINHOS NA CIA,1100,60,66000,9786559212649,6559212645,https://www.amazon.com.br/alienista-Edição-em-quadrinhos/dp/6559212645: Alta | https://www.lpm.com.br/site/default.asp?Template=../livros/layout_produto.asp&ID=536081: Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Baixa
FUNDAMENTAL II,O ÚLTIMO CAVALEIRO ANDANTE,WILL EISNER,QUADRINHOS NA CIA,1100,53,58300,9788571649064,8571649065,https://www.abebooks.it/9788571649064/Último-Cavaleiro-Andante-Portuguese-Brasil-8571649065/plp: Muito Alta | https://www.skoob.com.br/o-ultimo-cavaleiro-andante-47412ed52001.html: Muito Alta | https://www.amazon.ca/-/fr/dp/8571649065: Baixa | https://www.amazon.com.br/último-cavaleiro-andante-Will-Eisner/dp/8571649065: Baixa | https://www.amazon.it/Último-Cavaleiro-Andante-Portuguese-Brasil/dp/8571649065: Baixa | ,Alta
FUNDAMENTAL II,OS SERTÕES,"FERREIRA, CARLOS; ROSA, RODRIGO",QUADRINHOS NA CIA,1100,60,66000,978-85-3593-240-9,8535932402,https://www.companhiadasletras.com.br/livro/9788535932409/: Muito Alta | https://www.mercadolivre.com.br/os-sertoes-a-luta-de-carlos-ferreira-editora-quadrinhos-na-cia-capa-mole-em-portugus-2019/p/MLB19271059: Alta | https://www.estantevirtual.com.br/companhia-das-letras/rodrigo-rosa-carlos-ferreira-os-sertoes-3157590159: Alta | https://rodrigorosa.com/OS-SERTOES-A-LUTA: Alta | https://www.amazon.com.br/Os-sertões-luta-Carlos-Ferreira/dp/8535932402: Alta | ,Alta
FUNDAMENTAL II,SAPIENS (EDIÇÃO EM QUADRINHOS): O NASCIMENTO DA HUMANIDADE,YUVAL NOAH HARARI,QUADRINHOS NA CIA,1100,78,85800,9788542818005,8542818009,https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://www.biblio.com/isbn/: Muito Baixa | https://books.google.com/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,CANGAÇO,GRACILIANO RAMOS,RECORD,1100,65,71500,978-8501404466,8501404462,https://www.amazon.com/Cangacos-Em-Portugues-do-Brasil/dp/8501404462: Alta | https://www.estantevirtual.com.br/livro/cangacos-0S3-5716-000-BK: Baixa | https://www.record.com.br/produto/cangacos/: Baixa | https://www.pontofrio.com.br/livro-cangacos-graciliano-ramos/p/3421508: Baixa | https://www.amazon.com.br/Cangaços-Graciliano-Ramos/dp/8501404462: Baixa | ,Baixa
FUNDAMENTAL II,CARTAS,GRACILIANO RAMOS,RECORD,1100,65,71500,,8501017086; ISBN-13: 978-8501017086,https://livrariapublica.com.br/livros/cartas-graciliano-ramos/: Muito Alta | https://www.abebooks.com/9788501017086/Cartas-Em-Portugues-Brasil-Graciliano-8501017086/plp: Muito Alta | https://www.buscape.com.br/livros/cartas-ramos-graciliano-9788501017086: Alta | https://record.com.br/produto/cartas-2/: Alta | https://www.estantevirtual.com.br/livros/graciliano-ramos/cartas/344127004: Baixa | ,Alta
FUNDAMENTAL II,INFÂNCIA,GRACILIANO RAMOS,RECORD,1100,65,71500,9788501067357.,8501067350,https://www.abebooks.com/Infância-Graciliano-Ramos-Autor-Record/32151660932/bd: Alta | https://www.amazon.com/Infância-Graciliano-Ramos/dp/8501067350: Alta | https://www.record.com.br/produto/infancia-3/: Alta | https://www.amazon.com/Infância/dp/8501009156: Baixa | https://www.amazon.com.br/Infância-Graciliano-Ramos/dp/8501119512: Baixa | ,Alta
FUNDAMENTAL II,INSÔNIA,GRACILIANO RAMOS,RECORD,1100,50,55000,9788501116406,8501066915,https://www.amazon.com.br/Insônia-Graciliano-Edição-Especial-Marcador/dp/6587034578: Alta | https://www.overdrive.com/media/8700808/insonia: Alta | https://www.amazon.com/Insônia-Graciliano-Ramos/dp/8501066915: Baixa | https://www.amazon.com.br/Insônia-Graciliano-Ramos/dp/8501116408: Baixa | https://books.google.com/books/about/Insônia.html?id=OVo5qXC5HskC: Baixa | ,Alta
FUNDAMENTAL II,PEQUENA HISTÓRIA DA REPUBLICA,GRACILIANO RAMOS,RECORD,1100,50,55000,9788501114792,não disponível.,https://www.meli.leitura.com.br/pequena-historia-da-republica-de-ramos-graciliano-editorial-editora-record-ltda-tapa-mole-en-portugus-2020/p/MLB19420085: Alta | https://record.com.br/produto/pequena-historia-da-republica/: Alta | ,Alta
FUNDAMENTAL II,SÃO BERNARDO,GRACILIANO RAMOS,RECORD,1100,55,60500,978-8501009050,8501009059,https://www.abebooks.com/9782070148790/São-Bernardo-Ramos-Graciliano-2070148793/plp: Muito Alta | https://www.abebooks.com/9780800869915/São-Bernardo-novel-Ramos-Graciliano-0800869915/plp: Alta | https://www.abebooks.com/9780720601848/São-Bernardo-novel-Ramos-Graciliano-0720601843/plp: Alta | https://www.amazon.com.br/Sao-Bernardo-Graciliano-Ramos/dp/8501009059: Alta | https://www.amazon.ca/São-Bernardo-Graciliano-Ramos/dp/1681373858: Alta | ,Alta
FUNDAMENTAL II,VIAGEM,GRACILIANO RAMOS,RECORD,1100,55,60500,9788501093077,8501093079,https://record.com.br/produto/viagem/?srsltid=AfmBOooDZiUQkdm9RoM2R73PF-Y_5XZLouNEkMseP7WbciO4zClFhoy7: Alta | ,Alta
FUNDAMENTAL II,CONVERGENTE,VERONICA ROTH,ROCCO,1100,55,60500,9788579801860,8579801869,https://www.skoob.com.br/convergente-314114ed351834.html: Muito Alta | https://www.abebooks.com/9788579801860/Convergente-Uma-Escolha-Definir-Portugues-8579801869/plp: Muito Alta | https://www.amazon.com.br/Convergente-Veronica-Roth/dp/6555323965: Alta | https://www.amazon.com/CONVERGENTE-Veronica-Roth/dp/6555323965: Alta | https://www.amazon.com/Convergente-Escolha-Definir-Portugues-Brasil/dp/8579801869: Alta | ,Alta
FUNDAMENTAL II,DIVERGENTE - UMA ESCOLHA PODE TE TRANSFORMAR,VERONICA ROTH,ROCCO,1100,55,60500,9788579801310,8579801311,https://www.ebay.com/itm/355774031997: Muito Alta | ,Muito Alta
FUNDAMENTAL II,HARRY POTTER E A CÂMARA SECRETA - (CAPA DURA),J.K ROWLING,ROCCO,1100,65,71500,9780747545766,0747545764,https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.biblio.com/isbn/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,HARRY POTTER E A CRIANÇA AMALDIÇOADA,J.K ROWLING,ROCCO,1100,65,71500,9781338099133,9781338099126,https://openlibrary.org/books/OL25938742M/Harry_Potter_and_the_Cursed_Child: Baixa | https://www.arbookfind.com/bookdetail.aspx?q=183840&l=EN&client=WKAR: Baixa | https://isbnsearch.org/: Muito Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://www.arbookfind.com/bookdetail.aspx?q=26759&l=EN&client=WKAR: Muito Baixa | ,Baixa
FUNDAMENTAL II,INSURGENTE - UMA ESCOLHA PODE TE DESTRUIR,VERONICA ROTH,ROCCO,1100,55,60500,9788579801556.,8579801559,https://shopee.com.br/Insurgente-Uma-Escolha-Pode-Te-Destruir-Trilogia-Divergente.-Livro-2-Capa-comum-–-1-abril-2013-Edição-Português-por-Veronica-Roth-(Autor)-Lucas-Peterson-(Traduto-i.979005710.22591088135: Muito Alta | https://www.buscape.com.br/livros/insurgente-uma-escolha-pode-te-destruir-roth-veronica-9788579801556: Alta | https://www.amazon.com.br/Insurgente-Uma-Escolha-Pode-Destruir/dp/8579801559: Alta | https://www.skoob.com.br/livro/pdf/insurgente/livro:256843/edicao:122384609: Alta | https://www.skoob.com.br/insurgente-256843ed287582.html: Baixa | ,Alta
FUNDAMENTAL II,ASTRONOMIA - CIENCIA EM VERSOS DE CORDEL,GONÇALO FERREIRA ,ROVELLE,1100,56,61600,9788561521639,09788561521639,https://www.mercadolivre.com.br/astronomia-cincia-em-versos-de-cordel-de-goncalo-ferreira-da-silva-editora-rovelle-em-portugus/p/MLB23630911: Alta | ,Alta
FUNDAMENTAL II,BRASILIANA LENDAS DO BRASIL EM CORDEL,GONÇALO FERREIRA ,ROVELLE,1100,60,66000,9788561521530; ISBN-10: 8561521538,,https://www.abebooks.co.uk/9788561521530/BRASILIANA-LENDAS-BRASIL-EM-CORDEL-8561521538/plp: Muito Alta | https://www.abebooks.co.uk/book-search/isbn/9788561521530/: Alta | https://www.amazon.com.br/Brasiliana-Gonçalo-Ferreira-Silva/dp/8561521538: Alta | https://www.mercadolivre.com.br/brasiliana-lendas-do-brasil-em-versos-de-cordel-rovelle/p/MLB22156253: Alta | https://www.rovelle.com.br/produto/68/brasiliana-lendas-do-brasil-em-cordel-: Alta | ,Alta
FUNDAMENTAL II,CRIAÇÃO - CIENCIAS EM VERSOS DE CORDEL,GONÇALO FERREIRA ,ROVELLE,1100,56,61600,9788576262747,8576262749,https://www.isbnsearcher.com/: Muito Baixa | https://www.abebooks.com/books/search-number-code-10-13-digit/isbn.shtml: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://books.google.com/: Muito Baixa | https://www.directtextbook.com/articles/isbn-lookup/: Muito Baixa | ,Muito Baixa
FUNDAMENTAL II,HISTORIAS AMARELADAS,SONIA ROSA,ROVELLE,1100,55,60500,9788582750087,8582750087,"https://www.abebooks.co.uk/book-search/isbn/9788582750087/: Alta | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""HISTORIAS+AMARELADAS""+by+author+""SONIA+ROSA""+published+by+""ROVELLE""+on+15/04/2025: Muito Baixa | ",Baixa
FUNDAMENTAL II,TER OU NÃO TER,LUIZ CLAUDIO CARDOSO,ROVELLE,1100,49,53900,9788582750339,8582750331,https://livralivro.com.br/livro/ter-ou-nao-ter/618013.html: Alta | https://www.amazon.com.br/Ter-não-Luiz-Claudio-Cardoso/dp/8582750331: Alta | https://www.amazon.com/Ter-ou-não/dp/8582750331: Alta | https://www.fnac.pt/mp9629080/Ter-ou-nao-Ter: Alta | https://www.estantevirtual.com.br/livros/luiz-claudio-cardoso/ter-ou-nao-ter/386390765: Alta | ,Alta
FUNDAMENTAL II,MITOLOGIA POETICA ,DIVA LOPES,SAÍRA,1100,68,74800,9788536260387,8536260387,,
FUNDAMENTAL II,O ULTIMO PASSARO DAQUI ,BRUNO ENRIQUE COELHO,SAÍRA,1100,60,66000,9786586236576,6586236576,https://www.amazon.com.br/último-Pássaro-Daqui-Henrique-Coelho/dp/6586236576: Alta | https://www.amazon.com/Último-Pássaro-Daqui-Saira/dp/6586236576: Alta | https://www.bookfinder.com/isbn_search/: Baixa | https://www.mercadolivre.com.br/o-ultimo-passaro-daqui/p/MLB43548590: Baixa | https://isbnsearch.org/: Muito Baixa | ,Baixa
FUNDAMENTAL II,SERÁ O BENEDITO,MARIO DE ANDRADE,SAÍRA,1100,51,56100,9788575036778,8575036777,https://www.abebooks.com/9788575036778/Sera-Benedito-Coleção-Dedinho-Prosa-8575036777/plp: Muito Alta | https://www.skoob.com.br/sera-o-benedito-104686ed116064.html: Alta | https://www.amazon.com.br/Será-Benedito-Coleção-Dedinho-Prosa/dp/8575036777: Alta | https://www.bookfinder.com/isbn_search/: Baixa | https://isbnsearch.org/: Muito Baixa | ,Alta
FUNDAMENTAL II,A BAILARINA FANTASMA,SOCORRO ACIOLI,SEGUINTE,1100,50,55000,9788565765862,8565765865,https://www.skoob.com.br/livro/pdf/a-bailarina-fantasma/livro:111625/edicao:533932: Alta | https://books.google.com/books/about/A_bailarina_fantasma.html?id=7sisCwAAQBAJ: Alta | https://www.companhiadasletras.com.br/livro/9788565765862/: Alta | https://leitorcabuloso.com.br/2020/05/resenha-a-bailarina-fantasma-socorro-acioli/: Alta | https://www.amazon.com.br/bailarina-fantasma-Socorro-Acioli/dp/8565765865: Alta | ,Alta
FUNDAMENTAL II,A CABEÇA DO SANTO,SOCORRO ACIOLI,SEGUINTE,1100,60,66000,9788560383887,8560383887,,
FUNDAMENTAL II,CINDERELA CHINESA,ADELINE YEN MAH,SEGUINTE,1100,55,60500,9788535908459,8535908455,https://www.skoob.com.br/livro/pdf/cinderela-chinesa/livro:17256/edicao:18654: Muito Alta | https://www.skoob.com.br/cinderela-chinesa-17256ed18654.html: Alta | https://www.amazon.com/Cinderela-Chinesa-Historia-Secreta-Portugues/dp/8535908455: Alta | https://www.amazon.com.br/Cinderela-chinesa-história-secreta-renegada-ebook/dp/B00NO4N2OA: Alta | https://www.amazon.com.br/Cinderela-chinesa-Adeline-Yen-Mah/dp/8535908455: Alta | ,Alta
FUNDAMENTAL II,DE REPENTE NAS PROFUNDEZAS DO BOSQUE,AMÓS OZ,SEGUINTE,1100,55,60500,978-85-3590-996-8,8535909966,https://www.estantevirtual.com.br/livro/de-repente-nas-profundezas-do-bosque-09W-3791-000-BK: Alta | https://www.companhiadasletras.com.br/livro/9788535909968/de-repente-nas-profundezas-do-bosque?srsltid=AfmBOooPwm4KxDpm71lA--0GMAF0iKV9h04TprFnGFhf-D6-FxsjWmUL: Alta | ,Alta
FUNDAMENTAL II,EU SOU MALALA (EDIÇÃO JUVENIL),"MALALA YOUSAFZAI, PATRICIA  MCCORMICK",SEGUINTE,1100,55,60500,9788536263379,8536263377,,
FUNDAMENTAL II,FRANKENSTEIN,MARY SHELLEY,SEGUINTE,1100,50,55000,9780553212471,0553212478,https://www.abebooks.com/9781982146160/Frankenstein-Shelley-Mary-Wollstonecraft-1982146168/plp: Alta | https://www.abebooks.com/9780553212471/Frankenstein-Mary-Shelley-0553212478/plp: Alta | https://openlibrary.org/books/OL10099558M/Frankenstein_(Penguin_Classics): Alta | https://www.abebooks.com/9780141439471/Frankenstein-Modern-Prometheus-Penguin-Classics-0141439475/plp: Baixa | https://wwnorton.com/books/9780393644029: Muito Baixa | ,Alta
FUNDAMENTAL II,HEROÍNAS NEGRAS BRASILEIRAS,JARID ARRAES,SEGUINTE,1100,43,47300,978-8598349459,8598349453,https://www.amazon.com.br/Heroínas-Negras-Brasileiras-Jarid-Arraes/dp/8598349453: Alta | https://www.amazon.com/Heroinas-Negras-Brasileiras-cordeis-Portugues/dp/8555341124: Alta | https://books.google.com/books/about/Heroínas_negras_brasileiras.html?id=Gqb5DwAAQBAJ: Alta | https://www.barnesandnoble.com/w/hero-nas-negras-brasileiras-jarid-arraes/1140882445: Alta | https://www.amazon.com.br/Heroínas-negras-brasileiras-cordéis-edição/dp/8555341124: Baixa | ,Alta
FUNDAMENTAL II,HISTÓRIAS DE MISTÉRIO,LYGIA FAGUNDES TELLES,SEGUINTE,1100,50,55000,9788535918816,8535918817,https://www.abebooks.fr/9788535918816/HISTÓRIAS-MISTÉRIO-Em-Portuguese-Brasil-8535918817/plp: Muito Alta | https://www.amazon.com.au/Histórias-Mistério-Lygia-Fagundes-Telles/dp/8535918817: Muito Alta | https://www.abebooks.com/9788535918816/Historias-Misterio-Em-Portugues-Brasil-8535918817/plp: Alta | https://www.iberlibro.com/9788535918816/Histórias-Mistério-Em-Portuguese-Brasil-8535918817/plp: Alta | ,Alta
FUNDAMENTAL II,O MENINO DO PIJAMA LISTRADO,JOHN BOYNE,SEGUINTE,1100,58,63800,9788535911121,853591112X,https://www.mercadolivre.com.br/o-menino-do-pijama-listrado-de-john-boyne-editorial-seguinte-tapa-mole-en-portugus-2007/p/MLB22571034: Muito Alta | https://www.amazon.com.br/menino-pijama-listrado-ed-comemorativa/dp/8555340489: Alta | https://www.amazon.com/Menino-do-Pijama-Listrado/dp/853591112X: Alta | https://www.amazon.com.br/Menino-do-Pijama-Listrado/dp/8535923063: Baixa | https://www.amazon.com.br/menino-do-pijama-listrado/dp/853591112X: Baixa | ,Alta
FUNDAMENTAL II,OS MISERÁVEIS,VICTOR HUGO,SEGUINTE,1100,55,60500,9786550970123,6550970121,https://www.abebooks.com/9786550970123/Os-Miseráveis-Victor-Hugo-6550970121/plp: Alta | https://www.livrariaespaco.com.br/produtos/os-miseraveis-victor-hugo-editora-seguinte/: Alta | https://produto.mercadolivre.com.br/MLB-1914123392-os-miseraveis-victor-hugo-editora-seguinte-_JM: Alta | https://www.amazon.com.br/Os-Miseráveis-Victor-Hugo/dp/8544000002: Alta | https://www.amazon.com.br/Os-miseráveis-Victor-Hugo/dp/8565765466: Baixa | ,Alta
FUNDAMENTAL II,AMIGOS DE VERDADE,ANGELICA SAMPAIO,SOL LITERARIO,1100,43,47300,9788542823017,8542823017,"https://www.varejao.com.br/Livro/1040752/AMIGOS-DE-VERDADE: Baixa | http://www.google.com/search?hl=en&q=isbn+10+or+isbn+13+for+book+""AMIGOS+DE+VERDADE""+by+author+""ANGELICA+SAMPAIO""+published+by+""SOL+LITERARIO""+15/04/2025: Muito Baixa | ",Muito Baixa
FUNDAMENTAL II,O CAJUEIRO,ANGELICA SAMPAIO,SOL LITERARIO,1100,43,47300,978-65-88693-05-6,,https://www.editorasolliterario.com.br/o-cajueiro/p: Alta | https://isbnlookup.org/: Baixa | https://www.bookfinder.com/isbn_search/: Muito Baixa | https://isbnsearch.org/: Muito Baixa | https://booktrapper.com/isbn-lookup: Muito Baixa | ,Baixa
